input_row_key,input_company_name,input_country,input_city,matched_company_name,matched_veridion_id,matched_country,matched_city,matched_website,match_score,name_similarity,match_confidence,notes
210,GOOGLE IRELAND LIMITED,Ireland,Dublin 4,Anbieter Google Ireland,c9226d45-aa22-11ed-bb93-cd216f6acc3c,Ireland,Dublin 4,http://diessen-mitte.com/,0.9,0.8333,High,Good fuzzy name match
211,GRAMEENPHONE LTD,Bangladesh,,Grameenphone Centre,0e257043-dc98-11ef-b8b0-a1dc081da81f,Bangladesh,Dhaka,,0.612,0.77,Medium,Good fuzzy name match
212,Grassfish Denmark ApS,Denmark,Aarhus Municipality,playscapes Denmark,03ae71d3-93e5-11eb-aa66-9b8d95e2171b,Denmark,Aarhus,https://playscapes.dk/,0.628,0.63,Medium,Moderate name match
213,Green Packet Berhad,Malaysia,Petaling Jaya,GREEN PACKET,ba0505da-93e4-11eb-97db-273ba5953680,Malaysia,Petaling Jaya,https://www.greenpacket.com/,1.0,1.0,High,Strong name match
214,GreenMind A/S,Denmark,Gladsaxe Municipality,GreenMind,205a2882-092a-11ee-b84c-9b2922821bc8,Denmark,Rødovre Municipality,,0.8,1.0,High,Strong name match
215,grey advertising ( bangladesh) ltd.,Bangladesh,,Backpage PR,fd557720-5982-11ec-a195-fb7c9849e658,Bangladesh,Dhaka,https://backpagepr.com/,0.75,1.0,High,Strong name match
216,GSM ASSOCIATION,United Kingdom,London,GSMA Training,b1eae542-93e4-11eb-aa66-9b8d95e2171b,United Kingdom,London,https://www.gsmatraining.com/,0.9,1.0,High,Strong name match
217,"HARBIN COSLIGHT NEW ENERGY CO., LTD.",China,Harbin,Harbin Xinju New Energy Co. Ltd.,4214b8bf-1d88-11ef-a07a-c90c75a354c8,China,Harbin,,0.81,0.85,High,Good fuzzy name match
218,HE SIKRING A/S,Denmark,Furesø Municipality,Sikring 247,88dcd0fb-f184-11ee-a23a-a1ee570f45ce,Denmark,Hillerød,https://sikring247.dk/,0.692,0.82,Medium,Good fuzzy name match
219,HELP Forsakring filial,Sweden,,HELP Försäkring,8dbea451-93e4-11eb-a33a-a3dfba582839,Sweden,Stockholm,https://helpforsakring.se/,0.612,0.77,Medium,Good fuzzy name match
22,AFFIRMED NETWORKS INC,United States,Acton,Affirmed Networks,ef392bbd-93e4-11eb-919a-b3f9a5ad205c,United States,Acton,https://www.affirmednetworks.com/,1.0,1.0,High,Strong name match
220,HELP FORSIKRING AS,Norway,Oslo,HELP Forsikring,a90e10f4-93e4-11eb-be5a-4f810ab55f2e,Norway,Oslo,https://help.no/,1.0,1.0,High,Strong name match
221,"HELP FORSIKRING,FILIAL AF HELP FORSIKRING AS, NORGE",Denmark,Copenhagen,HELP Forsikring,bb79f296-93e4-11eb-86dd-ffbd1b53140e,Denmark,Copenhagen,https://helpforsikring.dk/,0.7857,0.6429,High,Moderate name match
222,HERM. RASMUSSEN A/S,Denmark,Silkeborg Municipality,Herm,8de2ce1b-93e4-11eb-a33a-a3dfba582839,Denmark,Silkeborg,http://www.herm.dk/,0.85,1.0,High,Strong name match
223,HEST AGENTUR AS,Norway,Oslo,HEST Agentur,19b24740-93e5-11eb-aa66-9b8d95e2171b,Norway,Oslo,https://hestagentur.no/,1.0,1.0,High,Strong name match
224,HETEK A/S,Denmark,Vejle,HETEK,6cf9d142-93e4-11eb-8859-29e7c34dee35,Denmark,Vejle,https://hetek.dk/,1.0,1.0,High,Strong name match
225,Hewlett-Packard (M) Sdn Bhd,Malaysia,,Hewlett-Packard M Sdn. Bhd.,c4a8edac-a10f-11ed-8865-3b27972b8eff,Malaysia,Bayan Lepas,,0.75,1.0,High,Strong name match
226,Hewlett-Packard (Thailand) Ltd.,Thailand,Bangkok,Thailand Insurance Symposium 2022,b4aa7732-5f7b-11ed-9ad1-5ba8e7935b78,Thailand,Bangkok,https://tis2022.com/,0.9,1.0,High,Strong name match
227,HEWLETT-PACKARD ApS,Denmark,Lillerød,Hewlett-Packard ApS.,571d319b-1e68-11ee-8977-f9df9a4bf47f,Denmark,Aarhus,,0.75,1.0,High,Strong name match
228,HEWLETT-PACKARD NORGE AS,Norway,Bærum,,,,,,0.64,0.4,Unmatched,Name similarity too low (0.40)
229,"Hewlett Packard Singapore (Sales) Pte., Ltd.",Singapore,Singapore,Hewlett Packard Depot Rd,d3c03269-e0ca-11ee-af37-875b13c328d9,Singapore,Singapore,,0.7158,0.693,High,Moderate name match
23,Agg Power Technology (Fuzhou) Co Ltd.,China,Fuzhou City,AGG Power,475daed5-0c7d-11ec-b9ed-b7cae580407c,China,Fuzhou City,http://aggpower.cn/,0.75,0.75,High,Good fuzzy name match
230,HEWLETT-PACKARD SVERIGE AB,Sweden,,Hewlett-Packard Sverige AB.,4676a351-f930-11ed-b4e8-cf8e051b3eab,Sweden,Malmo,,0.75,1.0,High,Strong name match
231,"HIGH TOUCH, INC.",United States,Los Angeles,High Touch Remodeling,d778d926-93e4-11eb-be5a-4f810ab55f2e,United States,Los Angeles,https://hightouchremodeling.com/,0.9,0.8333,High,Good fuzzy name match
232,HOLDSPORT.DK ApS,Denmark,Aarhus,Holdsport,acbf3216-93e4-11eb-a746-fdabd18be9c6,Denmark,Aarhus,https://www.holdsport.dk/,0.916,0.86,High,Good fuzzy name match
233,HOPPECKE BATTERIEN GMBH & CO. KG,Germany,,Hoppecke Batterien bremecketal,421f907b-c406-11ef-abec-3bdf402d3fc2,Germany,Brilon,,0.702,0.92,High,Strong name match
234,HP INC (THAILAND) COMPANY LIMITED,Thailand,Bang Rak District,HP Inc Thailand Ltd.,f6162cf3-5a2d-11ed-be40-7d734d234848,Thailand,Bang Rak,,0.85,1.0,High,Strong name match
235,HP INC DANMARK ApS,Denmark,Lillerød,HP Inc Denmark ApS.,e861f812-cf3e-11ed-a9e6-41f52173ea03,Denmark,Lillerød,,0.94,0.9,High,Strong name match
236,HP NORGE AS,Norway,Bærum,HP Norge,6fb6df80-918f-11ed-9198-5108792e5842,Norway,Bærum,https://hp-norge.no/,1.0,1.0,High,Strong name match
237,Hp Pps Sales Sdn. Bhd.,Malaysia,Kuala Lumpur,HP PPS Sales Sdn Bhd.,d5c3fb2e-a8c9-11ef-9c3c-1f32e3c7982a,Malaysia,Kuala Lumpur,https://hp-aipcvideocontest.com/,1.0,1.0,High,Strong name match
238,HP PPS SINGAPORE (SALES) PTE. LTD.,Singapore,Bukit Merah,GG Playfest,28cb5283-f474-11ec-9207-43fec1f49158,Singapore,Singapore,https://ggplayfest.com/,0.8,1.0,High,Strong name match
239,HUAWEI INTERNATIONAL PTE. LTD.,Singapore,,Huawei Enterprise,81727301-2350-11ec-be87-a3acfe0d4893,Singapore,,,0.75,1.0,High,Strong name match
24,AIA Berhad,Malaysia,Kuala Lumpur,AIA Malaysia,000b3360-93e5-11eb-919a-b3f9a5ad205c,Malaysia,Kuala Lumpur,https://www.aia.com.my/,0.75,0.75,High,Good fuzzy name match
240,Huawei Technologies (Bangladesh) Limited.,Bangladesh,,Shahidul Islam Sarker,b51941d7-93e4-11eb-a746-fdabd18be9c6,Bangladesh,Dhaka,http://www.shahidulsarker.com/,0.75,1.0,High,Strong name match
241,HUAWEI TECHNOLOGIES (DENMARK) ApS,Denmark,Copenhagen,Huawei Denmark,47d1fe26-4a46-11ef-a31d-a303c6a91d6a,Denmark,Copenhagen,,0.85,0.8333,High,Good fuzzy name match
242,Huawei Technologies (Malaysia) Sdn. Bhd.,Malaysia,Kuala Lumpur,Huawei Technologies Malaysia Sdn Bhd TRX,3e229adb-f5be-11ed-9659-9b00f4ea9e93,Malaysia,Kuala Lumpur,,0.87,0.95,High,Strong name match
243,"HUAWEI TECHNOLOGIES (THAILAND) CO., LTD.",Thailand,Bangkok,Huawei Technologies Thailand Company Limited,8a15fed6-1b00-11ec-9b25-637f12b6c164,Thailand,Huai Khwang,,0.85,1.0,High,Strong name match
244,HUAWEI TECHNOLOGIES NORWAY AS,Norway,Bærum,Huawei Technologies Norway AS,fea798e2-1afc-11ec-9308-05476ec24aab,Norway,Bærum,,1.0,1.0,High,Strong name match
245,HUAWEI TECHNOLOGIES PAKISTAN (PRIVATE) LIMITED,Pakistan,Islamabad,HUAWEI Pakistan,ca2f9ba8-8aa4-11ec-9066-739984ffef59,Pakistan,Islamabad,,0.85,0.8333,High,Good fuzzy name match
246,Huawei Technologies Sweden AB,Sweden,,Future of Wireless,d15378e1-04d0-11ec-a6a3-7d13d87fe979,Sweden,Stockholms Kommun,https://futureofwireless.eu/,0.75,1.0,High,Strong name match
247,HUBER+SUHNER A/S,Denmark,Furesø Municipality,Huber Suhner A/S.,7d5aecb0-1b05-11ec-88d5-df9161de908b,Denmark,Værløse,,0.85,1.0,High,Strong name match
248,Huber+Suhner AG,Switzerland,Herisau,HUBER SUHNER Sales Partners,0ac24602-93e5-11eb-8474-3bbe2d07207d,Switzerland,Herisau,http://www.hubersuhner.com/,1.0,1.0,High,Strong name match
249,HUBER+SUHNER ELECTRONICS PRIVATE LIMITED,India,New Delhi,HUBER SUHNER,e74584c3-3317-11ec-8c1a-73d6fe4b34be,Italy,Ponna,https://husu.ch/,0.5,0.8333,Low,Good fuzzy name match
25,AIG EUROPE S.A. NUF,Norway,Oslo,AIG Norge,379975dc-93e5-11eb-90d2-e3355a7e800b,Norway,Oslo,https://www.aig.no/,0.9,0.8333,High,Good fuzzy name match
250,Hum Network Limited,Pakistan,Saddar Town,Hum Network,395074a2-93e5-11eb-a746-fdabd18be9c6,Pakistan,Karachi Division,https://www.humnetwork.tv/,0.8,1.0,High,Strong name match
251,Human Edge Management AG,Switzerland,Basel,Human Edge,14161f0e-93e5-11eb-97db-273ba5953680,Switzerland,Basel,http://human-edge.com/,1.0,1.0,High,Strong name match
252,Hydro Energi AS,Norway,Oslo,Hydro Vækerø | Onepark,039c2ca8-c96a-11ef-9aca-e5a484694482,Norway,Oslo,,0.838,0.73,High,Good fuzzy name match
253,IBM DANMARK A/S,Denmark,,SJEC,0131b200-93e5-11eb-a736-0f5b20ecb2f1,Denmark,Jyllinge,https://sjecdanmark.dk/,0.618,0.78,Medium,Good fuzzy name match
254,Idemia France SAS,France,,IDEMIA France SAS.,33e93227-8a9a-11ec-8f0a-eb02b2415b08,France,Courbevoie,https://www.bioscrypt.com/,0.75,1.0,High,Strong name match
255,OBERTHUR TECHNOLOGIES NORWAY AS,Norway,Stavanger,Oberthur Technologies,03831c14-93e5-11eb-a33a-a3dfba582839,France,Paris,https://www.oberthur.com/,0.528,0.88,Medium,Good fuzzy name match
256,"IKANO BANK, FILIAL AF IKANO BANK AB (PUBL), SVERIGE",Denmark,Glostrup,Ikano Bank,16d6c5a0-93e5-11eb-90d2-e3355a7e800b,Denmark,Glostrup,https://ikanobank.dk/,0.775,0.625,High,Moderate name match
257,Imi Mobile Vas Limited,Bangladesh,,IMI Mobile VAS Ltd FZE,25bf4898-a69a-11ec-9108-57519746fb39,United Kingdom,London,,0.528,0.88,Medium,Good fuzzy name match
258,IMIMOBILE EUROPE LIMITED,United Kingdom,London,IMI Mobile VAS Ltd FZE,25bf4898-a69a-11ec-9108-57519746fb39,United Kingdom,London,,1.0,1.0,High,Strong name match
259,INDEPENDENT MEDIA CORPORATION (PRIVATE) LIMITED.,Pakistan,Karachi,Independent Pak Media,c2a15e50-d5c4-11ee-b607-b56d5b475a9b,Pakistan,Gojra,,0.684,0.89,Medium,Good fuzzy name match
26,AKTIESELSKABET RODOVRE CENTRUM,Denmark,Rødovre Municipality,Aktieselskabet Rødovre Centrum,eab4a797-e56c-11ed-86c6-9fd2c95fb352,Denmark,Rødovre Municipality,,0.988,0.98,High,Strong name match
260,INFINERA CORPORATION,United States,San Jose,INFINERA CORP,3eb2bbab-17c0-11f0-af94-ddfd1c46b53d,United States,San Jose,https://www.infinerac.xyz/,1.0,1.0,High,Strong name match
261,INFOMEDIA A/S,Denmark,Copenhagen,INFOMEDIA,fa89bf14-93e4-11eb-9937-4fab995bf8ff,Denmark,Copenhagen,https://infomedia.dk/,0.95,1.0,High,Strong name match
262,INFOSYS LIMITED,India,Bengaluru,Infosys Limited,dcc5e190-22df-11ec-817c-6169a8cec47d,India,Bengaluru,,0.9,1.0,High,Strong name match
263,Ingram Micro Mobility Sweden AB,Sweden,,INGRAM MICRO NORDIC LOGISTICS AB.,23bb110e-49a8-11ef-b831-79711486170a,Sweden,Borås,,0.552,0.67,Medium,Moderate name match
264,inlumi ApS,Denmark,Ballerup Municipality,inlumi OY.,9fdc17ce-93e4-11eb-8ad6-7326edce8d21,Sweden,Stockholm,https://inlumi.com/,0.6,1.0,Medium,Strong name match
265,INSIDER SECURITY PTE. LTD.,Singapore,Singapore,InsiderSecurity,b99023f2-93e4-11eb-a33a-a3dfba582839,Singapore,,https://insidersecurity.co/,0.75,1.0,High,Strong name match
266,INTEGRITY RISK INTERNATIONAL LLC,United States,Reston,Integrity Risk International,99015501-93e4-11eb-b4a6-27899be4e45d,United States,Reston,https://www.integrityriskintl.com/,1.0,1.0,High,Strong name match
267,Intouch Insight Inc.,Canada,Ottawa,Intouch Insight,886a8187-93e4-11eb-b4a6-27899be4e45d,Canada,Ottawa,https://www.intouchinsight.com/,0.95,1.0,High,Strong name match
268,Intrum Debt Finance AG,Switzerland,Zoug,FINANCE SKY,04fe7362-01b4-11ef-ade1-91904611b689,Switzerland,Baar,https://www.financesky.ch/,0.59,0.65,Medium,Moderate name match
269,ADVIS A/S,Denmark,Copenhagen,ADVIS s.r.o.,027dcd78-f778-11ee-a5a9-7131efb71ece,Slovakia,Revúca,,0.6,1.0,Medium,Strong name match
27,ALLEN OVERY SHEARMAN STERLING LLP,United Kingdom,London,A&O Shearman,19609053-0bbc-11ee-900c-9bee0d280070,United Kingdom,London,https://www.aoshearman.com/en,1.0,1.0,High,Strong name match
270,IPG MEDIABRANDS (SINGAPORE) PTE. LTD.,Singapore,,IPG Mediabrands APAC,9b3460e0-4e9a-11ef-9005-197c1f23de9c,Singapore,Singapore,,0.6015,0.7525,Medium,Good fuzzy name match
271,Ipsos Sdn. Bhd.,Malaysia,,Ipsos Sdn Bhd.,dff13de7-1afd-11ec-a31a-a7a88bbb321b,Malaysia,Kuala Lumpur,,0.8,1.0,High,Strong name match
272,ISS Facility Services A/S,Denmark,Gladsaxe Municipality,ISS Facility Services Ltd.,52dd79a7-64a6-11ee-8ba4-c1d00e9cebfd,Denmark,Gladsaxe Municipality,https://frontend-issworld-demo.vercel.app/en,0.95,1.0,High,Strong name match
273,ISS FACILITY SERVICES AB,Sweden,,ISS Facility Services AB.,4cf5285b-27d1-11ef-bd6f-218060e3190a,Sweden,Västervik,,0.75,1.0,High,Strong name match
274,ISS FACILITY SERVICES AS,Norway,Oslo,ISS Facility Services Norge,b6933ece-a507-11ec-aceb-79f5b854cd8b,Norway,Oslo,,0.928,0.88,High,Good fuzzy name match
275,ISS GLOBAL A/S,Denmark,Gladsaxe Municipality,ISS,c2b80b00-93e4-11eb-a33a-a3dfba582839,Denmark,Søborg,http://www.au.issworld.com/,0.8,1.0,High,Strong name match
276,ITECTRA A/S,Denmark,Aalborg Municipality,Itectra,6d50f1e1-93e4-11eb-b4a6-27899be4e45d,Denmark,Aalborg,https://itectra.com/,0.9,1.0,High,Strong name match
277,JACK OF DIGITAL (PRIVATE) LIMITED,Pakistan,Saddar Town,Jack of Digital,aceeb54f-027f-11ec-adbd-5ff720d6d289,Pakistan,Saddar Town,https://jackofdigital.com/,0.9,1.0,High,Strong name match
278,AEON DANMARK A/S,Denmark,Vejle,Jansson El,3b4ba864-93e5-11eb-b5f6-816dd10ac7b0,Denmark,Vejle,https://jansson.dk/,0.736,0.56,High,Moderate name match
279,Jastel Network Co Ltd,Thailand,Pak Kret City Municipality,Jastel,7f176bc0-93e4-11eb-a746-fdabd18be9c6,Thailand,Nonthaburi City Municipality,https://www.jastel.co.th/,0.8,1.0,High,Strong name match
28,ALTAIR GLOBAL RELOCATION SINGAPORE PTE. LTD.,Singapore,Singapore,Altair Aesthetic,1a9cb61c-0d2d-11ec-8853-310171c0600e,Singapore,Singapore,https://altairaesthetic.com/,0.6216,0.536,Medium,Moderate name match
280,JLL Corporate Solutions AB,Sweden,,JLL CORPORATE SOLUTIONS AB.,117f0e3f-9c88-11ef-8bab-03376d671938,Sweden,Stockholm,,0.75,1.0,High,Strong name match
281,JOB-INDEX A/S,Denmark,Copenhagen,Jobindex,95040fb3-93e4-11eb-9937-4fab995bf8ff,Denmark,Copenhagen,https://jobindex.tv/,0.964,0.94,High,Strong name match
282,JOBSTREET.COM PTE LTD,Singapore,Singapore,JobStreet,821f5497-93e4-11eb-a736-0f5b20ecb2f1,Malaysia,,https://www.jobstreet.com/,0.414,0.69,Low,Moderate name match
283,JOHNSON CONTROLS DENMARK APS,Denmark,Aarhus,Sabroe,b9a72e67-93e4-11eb-8474-3bbe2d07207d,Denmark,Aarhus Municipality,https://www.sabroe.com/,0.9,1.0,High,Strong name match
284,JONES LANG LASALLE PROPERTY CONSULTANTS PTE LTD,Singapore,,Jones Lang Lasalle Property Consultants Pte. Ltd.,a0c7c82f-a62d-11ed-b2cd-53de41d2c5f2,Singapore,Singapore,,0.75,1.0,High,Strong name match
285,Kahoot! Denmark ApS,Denmark,Copenhagen,NicOnline,6ef04b42-0fbd-11ec-970c-1da2e46f6b31,,,https://www.niconline.net/,0.48,0.8,Low,Good fuzzy name match
286,KAMTOWER DANMARK A/S,Denmark,Copenhagen,KAMTOWER,4e032ab4-1240-11ec-943a-2bbc08a0d40e,India,Gurugram,https://kamtower.com/,0.6,1.0,Medium,Strong name match
287,KANTAR TNS AS,Norway,Oslo,Kantar,0013bee4-93e5-11eb-b89f-536884b3e7dd,Norway,Oslo,https://kantar.no/,1.0,1.0,High,Strong name match
288,"Kaon Broadband Co.,Ltd.",South Korea,Seongnam-si,KAON BROADBAND,39d1a58b-0586-11ec-ad6d-99fb67e6c4ba,South Korea,Seongnam-si,http://www.kaonbroadband.com/home.do?lang=en,0.9,1.0,High,Strong name match
289,KERRY FREIGHT PAKISTAN (PRIVATE) LIMITED,Pakistan,,Kerry Freight Pakistan PVT LTD.,da7ed6a5-fb93-11ee-aa89-23a399016fc1,Pakistan,Karachi,,0.75,1.0,High,Strong name match
29,"AMAZON WEB SERVICES, INC.",United States,Seattle,P o STER ART,6be202b0-a899-11ed-a9cf-ff6a091ebade,United States,Seattle,https://posterart.art/,0.94,0.9,High,Strong name match
290,Kerry Logistics Network Limited,Hong Kong,Kwai Chung,Kerry Logistics,d06cf44c-93e4-11eb-a33a-a3dfba582839,Hong Kong,Hong Kong Island,https://kerrylogistics.com/,0.8,1.0,High,Strong name match
291,KINLY HOLDING AS,Norway,Stavanger,Kinly,8c74710c-93e4-11eb-90d2-e3355a7e800b,United States,Rankin County,https://kinly.app/,0.6,1.0,Medium,Strong name match
292,KINNARPS A/S,Denmark,Brøndby,Kinnarps,b0eab351-93e4-11eb-be5a-4f810ab55f2e,Denmark,Brøndbyvester,https://www.kinnarps.dk/,0.9,1.0,High,Strong name match
293,KLM-ROYAL DUTCH AIRLINES Filial av utenlandsk foretak.,Norway,Oslo,Foretak. KLM-Royal Dutch Airlines filial Av utenlandsk,db8d8f95-f669-11ed-a149-9b392686bc00,Norway,Oslo,,0.9,1.0,High,Strong name match
294,KM TELECOM DANMARK A/S,Denmark,Fredericia Municipality,KM TELECOM,483419e2-93e5-11eb-8474-3bbe2d07207d,Denmark,Fredericia Municipality,https://km-telecom.com/,1.0,1.0,High,Strong name match
295,KMD Venture A/S,Denmark,Ballerup,KMD Kommunedata,fce64cb2-93e4-11eb-86dd-ffbd1b53140e,Denmark,Copenhagen,https://www.kmd.dk/,0.65,0.75,Medium,Good fuzzy name match
296,KODA,Denmark,Copenhagen,Koda Talent,b8aad003-046a-11ed-b18e-07bfbde14f48,United Kingdom,London,https://www.kodatalent.com/,0.45,0.75,Low,Good fuzzy name match
297,KOLEGRUPPEN OST ApS,Denmark,Ishøj Municipality,Kølegruppen Øst ApS.,48005fb1-93e5-11eb-8474-3bbe2d07207d,Denmark,Silkeborg,https://koelegruppen.dk/,0.708,0.93,High,Strong name match
298,KOMMANDITAKTIESELSKABET FREDERIKSSUND SHOPPINGCENTER,Denmark,Aalborg,Frederikssund St.,0367192e-2d03-11ef-952e-0de48eef49d7,Denmark,Frederikssund,,0.6,0.75,Medium,Good fuzzy name match
299,KORN FERRY (UK) LIMITED,United Kingdom,London,Korn Ferry,2a5d0b59-1b05-11ec-8de4-3bb83042adac,United Kingdom,London,,0.922,0.87,High,Good fuzzy name match
3,3 STEP IT AS,Norway,Oslo,3 Step IT A/S.,45309031-f8ab-11ed-89fe-613148a94f23,Denmark,Gladsaxe Municipality,http://www.3stepit.dk/?opi=79508299&sa=U&ved=0ahUKEwiKsvSF7tyMAxWo78kDHfZKCtQQ61gIFCgQ&usg=AOvVaw1O2VrP_KM3o5n9XzsuUwLL,0.6,1.0,Medium,Strong name match
30,AMAZON WEB SERVICES EMEA SARL,Luxembourg,,TKBEL,d7db1d69-93e4-11eb-90d2-e3355a7e800b,Luxembourg,Ettelbruck,https://tkbel.fr/,0.738,0.98,High,Strong name match
300,Kpmg AS Hovedkontor,Norway,Oslo,Kpmg AS,f06c2d62-93e4-11eb-919a-b3f9a5ad205c,Norway,Vegårshei,http://www.kpmg.no/,0.6,0.75,Medium,Good fuzzy name match
301,KROLL ASSOCIATES U.K. LIMITED,United Kingdom,London,Kroll,52c95451-18ff-11f0-b726-e3ae0b5c2c98,United Kingdom,London,https://krollescrow.com/en/services/agency-and-trustee-services/escrow-agent.html,0.775,0.625,High,Moderate name match
302,Kromann Reumert,Denmark,Copenhagen,Kromann Reumert,76c8a6a0-93e4-11eb-b89f-536884b3e7dd,Denmark,Copenhagen,https://kromannreumert.com/,1.0,1.0,High,Strong name match
303,LOXYSOFT AS,Norway,Oslo,Loxysoft,ccb5e8c5-49ac-11ef-9397-29a989c8ce8f,Sweden,Östersunds Kommun,https://www.loxysoft.se/,0.6,1.0,Medium,Strong name match
304,LEASE PLAN FINANS A/S,Denmark,Brøndby,LEASE A BOX,b62def1d-09ce-11ed-b7b2-8da18dc3cc6a,Denmark,Helsinge,https://www.leaseabox.dk/,0.572,0.62,Medium,Moderate name match
305,LeasePlan Sverige AB,Sweden,Solna,Leaseplan,fb1700e9-1b5d-11ec-9e2d-97948a03f19d,Sweden,Solna,https://www.leaseplan.se/,0.75,0.75,High,Good fuzzy name match
306,LEOCH BATTERY PTE. LTD.,Singapore,Singapore,LEOCH Battery,9b2222a0-9c13-11ec-a427-3716f54dd1e5,Singapore,Singapore,http://leoch.sg/,0.9,1.0,High,Strong name match
307,LINKEDIN IRELAND UNLIMITED COMPANY,Ireland,Dublin 2,Locateai,48f6a691-93e5-11eb-8859-29e7c34dee35,United States,San Francisco,https://www.locate.ai/,0.6,1.0,Medium,Strong name match
308,LINKEDIN SINGAPORE PTE. LTD.,Singapore,Singapore,Linkedin Local Singapore,bd538962-a9a1-11ec-819d-93d1c51cb0f0,Singapore,Singapore,https://www.localx.org/,0.84,0.9,High,Strong name match
309,L.M. Ericsson Bangladesh Ltd.,Bangladesh,,LM Ericsson Bangladesh Ltd.,8fc467df-1b06-11ec-a68d-499e0c2c3a34,Bangladesh,Chattogram,,0.738,0.98,High,Strong name match
31,"AMAZON WEB SERVICES EMEA SARL, NORWEGIAN BRANCH",Norway,Oslo,Amazon Web Services EMEA,4706bd71-93e5-11eb-aa66-9b8d95e2171b,,,https://logitech-events.com/,0.4714,0.7857,Low,Good fuzzy name match
310,SCANOPTIK A/S,Denmark,Aalborg,Scan. Tek. Optik ApS.,5e5c806a-15d2-11ee-91ed-73baf7a27807,Denmark,Roskilde,,0.618,0.78,Medium,Good fuzzy name match
311,LOYALTY AS,Norway,Oslo,Loyalty,3700913b-93e5-11eb-a746-fdabd18be9c6,Norway,Oslo,https://www.loyalty.no/,0.9,1.0,High,Strong name match
312,MAKIO ApS,Denmark,Copenhagen,MAKIO,b43ac8b9-93e4-11eb-a746-fdabd18be9c6,Denmark,Copenhagen Municipality,https://makio.dk/,0.9,1.0,High,Strong name match
313,Manpower Student AB,Sweden,Solna,Manpower,194b4815-93e5-11eb-a736-0f5b20ecb2f1,Sweden,Solna,https://www.manpower.se/sv/,0.804,0.84,High,Good fuzzy name match
314,MANPOWER AS,Norway,Oslo,MANPOWER,753387b2-93e4-11eb-aa66-9b8d95e2171b,Norway,Oslo,https://www.manpower.no/nb,1.0,1.0,High,Strong name match
315,Mapspeople A/S,Denmark,Nørresundby,MapsPeople,9e655640-93e4-11eb-a736-0f5b20ecb2f1,Denmark,Nørresundby,https://www.mapspeople.com/,1.0,1.0,High,Strong name match
316,MARKEDSSJEFENE AS,Norway,Oslo,Markedssjefene,49eaca92-93e5-11eb-a33a-a3dfba582839,Norway,Oslo,https://www.markedssjefene.no/,1.0,1.0,High,Strong name match
317,JLT Denmark A/S,Denmark,Lyngby-Taarbæk Municipality,Colas Danmark,002ff970-93e5-11eb-8ad6-7326edce8d21,Denmark,Horsens,http://colas.dk/,0.618,0.78,Medium,Good fuzzy name match
318,MARSH & MCLENNAN AGENCIES AS,Norway,Oslo,Pure Agency,953c0129-060a-11ec-94fc-9b7b69f43bc0,Norway,Oslo,https://pureagency.no/,0.68,0.6333,Medium,Moderate name match
319,Maven Wireless Sweden AB,Sweden,Stockholms Kommun,Maven Wireless,86550f01-93e4-11eb-97db-273ba5953680,Sweden,Stockholms Kommun,https://mavenwireless.com/,1.0,1.0,High,Strong name match
32,AMDOCS DEVELOPMENT LIMITED,Cyprus,Limassol,Amdocs,bad43cb0-93e4-11eb-91fb-73d498260b10,United States,Chesterfield,https://www.amdocs.com/,0.45,0.75,Low,Good fuzzy name match
320,MAVENIR SYSTEMS AB,Sweden,Solna,Mavenir Systems AB.,8a8769f3-f8b6-11ed-9214-3d96876bd85b,Sweden,Stockholm,,0.8,1.0,High,Strong name match
321,MAVENIR SYSTEMS LIMITED,United Kingdom,Reading,Mavenir Systems Inc.,778051d9-057a-11ec-b41b-d7058b59cf68,United Kingdom,Henley-on-Thames,https://postsell.trade/,0.8,1.0,High,Strong name match
322,MAVENIR SYSTEMS UK LIMITED,United Kingdom,Reading,Mavenir Systems Inc.,778051d9-057a-11ec-b41b-d7058b59cf68,United Kingdom,Henley-on-Thames,https://postsell.trade/,0.746,0.91,High,Strong name match
323,Measat Satellite Systems Sdn. Bhd.,Malaysia,Sepang,MEASAT,1fb93f4c-93e5-11eb-a736-0f5b20ecb2f1,Malaysia,Cyberjaya,http://www.measat.com/,0.85,1.0,High,Strong name match
324,Media Times Limited,Pakistan,Lahore District,Media Times Ltd.,37de0385-e6d6-11ed-8bb1-3d6aecbca671,Pakistan,Lahore,,0.8,1.0,High,Strong name match
325,MEISEL EIENDOM AS,Norway,Lier,Meisel AS,ca6898fe-0d75-11ec-bc3a-abf705312cc2,Norway,,http://meisel.no/,0.6,0.75,Medium,Good fuzzy name match
326,META PLATFORMS IRELAND LIMITED,Ireland,,META World,68a204a1-a872-11ed-a172-c70b75c2da79,Ireland,Dublin,https://metaworld.ie/,0.68,0.8,Medium,Good fuzzy name match
327,MICROSOFT IRELAND OPERATIONS LIMITED,Ireland,Dublin,Microsoft Ireland Operations,146bd77c-4d69-11ed-b869-0b9c3de59569,Ireland,Dublin,https://nowubuy.shop/,0.9,1.0,High,Strong name match
328,MICROSOFT NORGE AS,Norway,Oslo,Microsoft Norway,4c721116-1afb-11ec-8511-032f81df2a60,Norway,Oslo,http://www.microsoft.no/?opi=79508299&sa=U&ved=0ahUKEwij7OnH_6OMAxVSR2wGHUtXKMIQ61gIFCgQ&usg=AOvVaw28aI1DCJkLpz6OLarH1_XD,0.904,0.84,High,Good fuzzy name match
